"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25"
"1",0,13.1372578189851,17.5821596150293,19.1170702947849,19.0142303253534,11.5035809463651,16.2931041114835,16.081232987836,17.3118395677044,16.8394138664435,15.4982891162522,17.2659867059292,18.3898552704865,16.7126032407835,18.7859368249563,11.3593688301962,11.6898918578028,18.2500408623382,15.2896703218644,16.8087573608168,13.5684138857393,18.3544877404054,17.9937185804244,18.1507803410591,19.9772433376391
"2",13.1372578189851,0,19.572255134252,21.869825319845,21.9836672018062,19.3628881475857,19.7190808723504,18.9864087359581,20.4198141754211,20.0878480584439,21.9234969110777,22.384027016835,22.2827823187301,20.445263836072,22.4417060131539,17.4997422696525,17.1822985791064,22.6479197085705,19.4183653910188,20.7325823653395,19.3785659917496,23.8071564230902,22.7088761409209,22.5506436601966,24.143858508505
"3",17.5821596150293,19.572255134252,0,17.8866741562902,18.877524772715,23.1435480196435,22.4088186393704,16.2782053560058,17.3096095320973,17.3664768043377,24.0919900663657,23.6107902232985,21.0771472830352,18.6784400428206,20.4644160483463,19.1167004591399,18.1320680508607,21.9851136458212,18.2753819245155,19.2047090910808,20.5406408440092,24.5580240912932,22.4067668084571,21.7684962315314,22.9917364988798
"4",19.1170702947849,21.869825319845,17.8866741562902,0,16.3190112512707,24.5623081620952,24.1252069074627,17.7282005294688,15.7391112278584,15.4464269649084,25.0873924418749,24.5428490371529,21.3738923104953,18.1628455589405,19.4059843927334,19.9113954044257,18.7380224526875,22.0131146342828,17.9482513492799,18.4552175946555,21.157216973517,25.0276494592423,22.411487520408,21.502727940854,22.4722246897309
"5",19.0142303253534,21.9836672018062,18.877524772715,16.3190112512707,0,24.4170687597622,24.1458280474706,18.1204113832641,15.6904824856947,13.161175009928,24.7680554650607,24.2578929807386,20.975295997303,17.3260641194092,17.8851132441648,19.4954297749509,18.2475105991157,21.2864392703919,16.9733506346539,17.0555231077199,20.6477572630173,24.4458455053256,21.5668340704422,20.4698295880204,21.2327261871108
"6",11.5035809463651,19.3628881475857,23.1435480196435,24.5623081620952,24.4170687597622,0,20.8070952401029,21.1779067618132,22.5241103819071,22.0647996649284,19.2354783407898,21.3622675711251,23.1970237572787,21.6702318295115,23.8273393809549,15.6229368050593,16.020888144104,22.9615504420543,20.1242557123173,21.7523982878497,17.9770466140751,22.7958589253735,22.655990629175,22.9218626442593,24.8363034175076
"7",16.2931041114835,19.7190808723504,22.4088186393704,24.1252069074627,24.1458280474706,20.8070952401029,0,19.4758886696684,21.8774286632189,21.7381577727011,22.3584120101174,21.3515123383101,22.5305797834844,21.3308365626218,23.6667658635053,18.048884635758,17.4540121601594,23.186791212237,20.2044488670058,21.8024618553526,19.9511810644195,24.3089598061183,23.3781720283465,23.3577771371125,25.0945288931307
"8",16.081232987836,18.9864087359581,16.2782053560058,17.7282005294688,18.1204113832641,21.1779067618132,19.4758886696684,0,14.7178911983796,15.5177864197388,21.5101533893168,20.2920055443268,16.5386268838281,15.2350751408151,17.8707358755076,16.4067007957114,15.1463791792069,18.5501260480445,15.0779912793624,16.4847470851504,17.7401341859323,21.6458919786373,19.3830204909783,18.8135532864577,20.1835409317133
"9",17.3118395677044,20.4198141754211,17.3096095320973,15.7391112278584,15.6904824856947,22.5241103819071,21.8774286632189,14.7178911983796,0,12.3238603281542,22.6439627477429,21.8483728135822,17.8290270584367,14.0037930084097,15.9095601551622,17.3239546417128,15.954415589646,18.6914452647067,14.5303830371387,15.2416175831954,18.4508060410701,22.2066715971363,19.3240457216365,18.3440778790076,19.3186922656226
"10",16.8394138664435,20.0878480584439,17.3664768043377,15.4464269649084,13.161175009928,22.0647996649284,21.7381577727011,15.5177864197388,12.3238603281542,0,22.0590959271452,21.4333211694121,17.6669038347359,13.3255414741241,13.1602610591239,16.6348737773929,15.2218811735287,17.7928869415618,13.2036636382677,13.0396439867436,17.6490581769904,21.3274256455352,18.09423621851,16.8055582297901,17.4063597728097
"11",15.4982891162522,21.9234969110777,24.0919900663657,25.0873924418749,24.7680554650607,19.2354783407898,22.3584120101174,21.5101533893168,22.6439627477429,22.0590959271452,0,19.7480878940499,22.5323937089211,21.105147289943,23.3436553805833,11.6296810729536,13.1009730675185,21.587521724408,19.0794485834981,20.9498863174359,14.9977936041185,20.0918476977272,20.8844893404358,21.5423280471069,23.740692895236
"12",17.2659867059292,22.384027016835,23.6107902232985,24.5428490371529,24.2578929807386,21.3622675711251,21.3515123383101,20.2920055443268,21.8483728135822,21.4333211694121,19.7480878940499,0,20.8593847414976,20.2063626792639,22.7118737457455,14.9646552251071,13.3758878664212,20.8192483993885,18.4304341438175,20.4385715582701,16.8505974839614,21.074671240651,20.9239683537341,21.3296649305374,23.4049915383537
"13",18.3898552704865,22.2827823187301,21.0771472830352,21.3738923104953,20.975295997303,23.1970237572787,22.5305797834844,16.5386268838281,17.8290270584367,17.6669038347359,22.5323937089211,20.8593847414976,0,14.8101009041929,18.6299888621874,16.9957727888573,15.1519275129784,16.8176897337536,14.1656973025971,16.6763119877944,18.0417901291393,21.6678307554232,18.920962899673,18.4669273590661,20.1537979994529
"14",16.7126032407835,20.445263836072,18.6784400428206,18.1628455589405,17.3260641194092,21.6702318295115,21.3308365626218,15.2350751408151,14.0037930084097,13.3255414741241,21.105147289943,20.2063626792639,14.8101009041929,0,13.4092419023962,15.4630161557276,13.7292401356115,14.9924912928398,10.3243300589616,12.2674997020306,16.3273014200372,19.8389734003545,16.3090068292502,15.2158840513912,16.3759979459935
"15",18.7859368249563,22.4417060131539,20.4644160483463,19.4059843927334,17.8851132441648,23.8273393809549,23.6667658635053,17.8707358755076,15.9095601551622,13.1602610591239,23.3436553805833,22.7118737457455,18.6299888621874,13.4092419023962,0,17.680610743848,16.0540987258772,17.9674515054791,12.6509730552125,11.6066962614819,18.4666034464814,21.9587942582628,18.0934500692847,16.3971224108935,16.6305415937736
"16",11.3593688301962,17.4997422696525,19.1167004591399,19.9113954044257,19.4954297749509,15.6229368050593,18.048884635758,16.4067007957114,17.3239546417128,16.6348737773929,11.6296810729536,14.9646552251071,16.9957727888573,15.4630161557276,17.680610743848,0,6.26547019228762,15.5295624002476,13.1428688890918,15.0983583327848,7.34906432296126,12.9044424157852,14.4182749984025,15.3296405179281,17.6986245089874
"17",11.6898918578028,17.1822985791064,18.1320680508607,18.7380224526875,18.2475105991157,16.020888144104,17.4540121601594,15.1463791792069,15.954415589646,15.2218811735287,13.1009730675185,13.3758878664212,15.1519275129784,13.7292401356115,16.0540987258772,6.26547019228762,0,13.1754083607196,11.1901638204575,13.3650565536861,7.27400229819852,11.02581741448,12.4240333605305,13.460356034801,15.9241656099398
"18",18.2500408623382,22.6479197085705,21.9851136458212,22.0131146342828,21.2864392703919,22.9615504420543,23.186791212237,18.5501260480445,18.6914452647067,17.7928869415618,21.587521724408,20.8192483993885,16.8176897337536,14.9924912928398,17.9674515054791,15.5295624002476,13.1754083607196,0,11.5838670983477,15.1293182995487,16.1607953411879,19.3656780581091,15.6348865322827,15.7037259563684,18.0419266532529
